model,model_id
Camaro 2SS,402
Corvette Stingray w/3LT,512
M5 Base,983
Camaro 1SS,400
Metris Base,1078
Romeo Stelvio Ti Sport,1373
Panamera 2,1184
528 i xDrive,99
Rover Range Rover Sport HSE,1427
4Runner Limited,82
CLA-Class CLA 250,351
911 GT3,158
Tundra SR5 Double Cab,1739
Bronco Sport Outer Banks,329
MX-5 Miata Club,1022
MKZ Base,1016
CTS Performance,378
Expedition Max XLT,640
Corvette Z06,513
LS 460 Base,926
GLS 450 Base 4MATIC,777
RX 350 RX 350,1326
300 S,33
Escalade Premium Luxury Platinum,616
Macan S,1031
S4 Base,1467
M8 Competition,992
Cayman Base,435
Rover Range Rover Sport Supercharged HSE,1436
Explorer ST,647
SL-Class SL500 Roadster,1495
Odyssey EX-L,1157
H3 Base,855
F-150 Platinum,666
CX-9 Touring Plus,395
Terrain SLT,1689
Q8 55 Premium Plus,1259
IS-F Base,889
GX 470 Base,796
C-Class C 300 4MATIC,336
Wrangler Sport,1772
Rover Range Rover 3.0L Supercharged HSE,1398
Bronco Outer Banks,324
CTS 2.0L Turbo Luxury,372
Model X 75D,1101
Escape SE,621
X5 sDrive35i,1802
Rover Range Rover Sport HSE,1427
MDX Touring,1004
740 i,127
Q7 3.0T Premium Plus,1248
RX 350 Base,1321
M3 CS,972
CLA-Class CLA 250,351
RX 350 Base,1321
F-150 Lariat,661
911 Carrera,144
Yukon XL SLT,1874
Suburban LT,1628
F-250 Lariat,676
Liberty Renegade,960
Ram 1500 ST,1342
F-150 XL,670
F-250 King Ranch,674
Metris Base,1078
Suburban LT,1628
CLA-Class CLA 250,351
Cullinan,530
DeVille Base,539
MKZ Reserve I,1019
Expedition Max King Ranch,638
C-Class C 300 4MATIC Sport,338
Transit-350 XLT,1719
Tundra SR5 Double Cab,1739
Cooper S Base,496
1500 Big Horn,5
Grand Cherokee Limited,847
911 Carrera 4S,148
CT5-V Blackwing,368
SQ5 3.0T Premium Plus,1507
RS 7 4.0T Prestige,1312
Taurus SHO,1676
AMG C 43 Base 4MATIC,209
GV70 3.5T Sport,791
S8 4.0T quattro,1485
S80 T6,1488
F-150 XLT,671
Suburban LT,1628
M3 CS,972
Shelby GT350 Base,1532
WRX STI Base,1761
ES 350 Base,570
Passat 2.5 SE,1197
Rover Discovery HSE LUXURY,1383
Rover Range Rover Sport 3.0L Supercharged HSE,1424
Camaro 2SS,402
2500 Big Horn,26
Tacoma TRD Sport,1668
F-250 King Ranch,674
Explorer sport,652
Escape SE,621
Grand Cherokee Limited,847
Edge SEL,579
Prelude Type SH,1213
Expedition Max Limited,639
Corvette Stingray w/1LT,510
Town Car Base,1707
M550 i xDrive,985
Avalon Touring,285
C-Class C 300 4MATIC Sport,338
S-Class S 560,1453
FJ Cruiser Base,706
CX-9 Signature,393
Rover Range Rover Evoque R-Dynamic HSE,1408
Rover Range Rover Sport HSE,1427
528 i xDrive,99
Corvette Stingray w/3LT,512
Stinger GT1,1620
LX 570 Three-Row,934
E-Class E 350 4MATIC,551
Tucson SE,1727
RX 350 Base,1321
Silverado 1500 1LT,1554
Sprinter 2500,1611
Thunderbird Deluxe,1691
Corvette Stingray w/2LT,511
Martin DB7 Vantage Volante,1042
Maybach S S 600,1058
Camaro ZL1,406
Civic Si Base,466
Silverado 1500 1LZ,1555
Durango SRT 392,544
SL-Class SL63 AMG Roadster,1498
535 i xDrive,104
Rover Range Rover Sport HSE,1427
Tacoma SR5,1666
C-Class C 300 4MATIC Sport,338
R8 5.2,1282
C-Class C 300 4MATIC,336
435 i,74
Aventador SVJ Base,292
A-Class A 220 4MATIC,165
CTS Performance,378
F-250 Lariat,676
Wrangler Sahara Altitude,1771
Corvette Base,506
Pilot EX-L,1211
570S Spider,110
Impreza WRX,898
QX60 Pure,1265
LX 570 Three-Row,934
GS 350 F Sport,783
Highlander XLE,869
M4 Competition,979
Explorer XLT,651
200 Limited,21
Dakota Sport,537
Enclave Leather,591
Express 1500 Cargo,654
Camaro Z28,405
M5 Base,983
Tacoma PreRunner,1664
S-Class S 560 4MATIC,1454
C-Class C 300 4MATIC Sport,338
F-150 XL,670
Model Y Long Range,1109
Mustang Mach-E Select,1127
S-Class S 63 AMG,1456
Ascent Touring 7-Passenger,274
Model Y Long Range,1109
ILX Technology Plus Package,881
RDX w/A-Spec Package,1301
Land Cruiser Base,949
GL-Class GL 450 4MATIC,761
F-PACE SVR,697
AMG G 63 Base,219
E-Class E 350 4MATIC,551
GV70 2.5T,790
M4 Competition xDrive,980
Romeo Giulia Ti,1369
Rover Defender X-Dynamic SE,1381
Camaro 2SS,402
4Runner Limited,82
Rover Range Rover Sport HSE,1427
Tundra Platinum,1735
Juke SL,916
Jetta GLX VR6,912
Frontier SE Crew Cab,731
E-Class E 350,550
CX-9 Grand Touring,392
Cooper S Base,496
GLC 300 Base 4MATIC,769
Expedition Limited,637
Gladiator Overland,818
Sonata Sport,1591
F-150 XLT,671
Wrangler Unlimited Rubicon,1776
AMG G 63 Base,219
Leaf SV PLUS,952
1500 Tradesman/Express,18
ATS 3.6L Luxury,243
GLC 300 Base 4MATIC,769
Durango SRT 392,544
M3 Competition,973
R8 5.2 V10 plus,1285
Rover Discovery HSE LUXURY,1383
CLA-Class CLA 250,351
Expedition Max Limited,639
Rover Range Rover Sport HSE,1427
Ghost Base,815
Quattroporte S Q4 GranLusso,1274
TLX Type S PMC Edition,1645
Cayenne Turbo GT,433
X3 xDrive30i,1791
C-Class C 300 4MATIC,336
A6 3.0T Premium Plus,185
F-150 Lariat,661
Escalade ESV Luxury,604
535 i xDrive,104
Wrangler Unlimited X,1781
Panamera 4S,1188
F-150 XLT,671
XK Base,1849
F-150 Lariat,661
Z4 2.5i Roadster,1878
Focus SEL,719
Pathfinder Platinum,1200
911 Carrera 4S,148
Huracan EVO Base,870
S-Class S 550 4MATIC,1452
F-TYPE R,699
Q50 3.0t Red Sport 400,1240
LX 570 Three-Row,934
Corvette Stingray w/3LT,512
M5 Base,983
Boxster S,316
A5 2.0T Premium Plus,178
Boxster Base,312
650 Gran Coupe i xDrive,115
Rover Range Rover 5.0L Supercharged Autobiography LWB,1402
Tahoe LTZ,1673
Panamera 4,1185
550 i xDrive,108
Rover Discovery HSE LUXURY,1383
Camaro Z28,405
Camry LE,410
Silverado 1500 ZR2,1573
Rover Range Rover HSE SWB,1413
Gallardo Base,797
G80 3.8,757
Accord EX-L 2.0T,255
Sequoia SR5,1530
Viper SRT-10,1756
AMG G AMG G 63 4MATIC,220
Genesis Coupe 2.0T,805
AMG E 53 Base 4MATIC,216
Accord Crosstour EX-L,253
S5 3.0T Premium Plus,1471
RX 450h Base,1328
Camaro 1SS,400
Ghost Base,815
TLX Base,1642
H2 Base,853
LC 500 Base,924
M4 Base,977
Supra 3.0 Premium,1633
Town Car Signature,1708
Wrangler Rubicon Hard Rock,1767
SL-Class SL 550,1492
RS 7 4.0T Performance Prestige,1311
1500 Laramie,11
2500 Big Horn,26
Escalade Platinum Edition,613
M5 Base,983
S4 3.0 Prestige,1463
Mustang Mach-E GT,1125
LS 460 Base,926
H3 Base,855
Escape SEL,622
Sprinter 2500 Standard Roof,1613
AMG C 63 S,211
Mustang GT Premium,1123
Silverado 1500 Limited High Country,1568
Bronco Outer Banks Advanced,325
Tacoma TRD Sport,1668
Edge Sport,580
AMG GT 63 S 4-Door,232
Gladiator Overland,818
XC60 T5 R-Design,1821
Suburban 2500 LS,1626
F-150 XLT,671
GX 460 Luxury,794
ProMaster 2500 Window Van High Roof,1219
Rover Range Rover Sport Supercharged HSE,1436
F-250 Lariat,676
Murano SL,1114
Golf GTI 2.0T Autobahn,825
GLE 450 GLE 450,774
GLC 300 GLC 300,770
C-Class C 300 4MATIC,336
Rogue SL,1363
G35 Base,744
M3 Base,971
911 Carrera S,154
RC 350 F Sport,1294
F-150 XLT,671
C-Class C 63 AMG,340
M4 Base,977
Mustang EcoBoost Premium,1121
MKZ Reserve I,1019
ES 350 Base,570
Mazda6 iSport VE,1075
Town Car Base,1707
Mustang Boss 302,1118
LX 570 Three-Row,934
RL Technology,1303
Impreza WRX,898
Colorado ZR2,475
Rover Range Rover Evoque HSE Dynamic,1406
M4 Base,977
MDX 3.5L w/Advance & Entertainment Pkgs,998
CX-9 Grand Touring,392
F-150 XLT,671
F-150 Lariat,661
911 Carrera S,154
Supra A91-MT Edition,1635
RX 350 Base,1321
Liberty Renegade,960
CLA-Class CLA 250,351
Rover Range Rover HSE,1412
340 i,54
Camry Solara SLE,413
Cascada Base,422
Model X Long Range Plus,1104
911 Carrera S,154
Wrangler Rubicon Hard Rock,1767
Q70h Base,1255
A4 2.0T Premium,170
AMG GLS 63 4MATIC,230
F-TYPE R,699
F-150 Lariat,661
Cayenne Base,424
Impreza Outback Sport Wagon,896
Rover Range Rover Velar SVAutobiography Dynamic Edition,1445
Rogue SL,1363
MX-5 Miata Grand Touring,1023
Niro Plug-In Hybrid EX Premium,1156
Enclave Premium,592
Avalanche 1500 LT,280
ALPINA B7 ALPINA B7 xDrive,204
Elantra N Base,584
EV6 Wind,572
E250 Cargo,562
GL-Class GL 450 4MATIC,761
Rover Range Rover Velar P250 SE R-Dynamic,1440
Fusion SE,739
Rogue SL,1363
350Z Enthusiast,58
Yukon XL Denali,1873
Model 3 Long Range,1084
New Compass Trailhawk,1152
IS 250 Base,884
Suburban LT,1628
Camaro 2SS,402
Envision Essence,595
Camaro 1SS,400
Cruze LT,526
Cooper S Base,496
Sierra 2500 Denali,1549
Rover Range Rover Supercharged LWB,1438
Rover Range Rover Velar P250 S R-Dynamic,1439
Rover Range Rover Supercharged LWB,1438
Corvette Base,506
Romeo Giulia Quadrifoglio,1368
SRX Standard,1513
RX 450h F SPORT Handling,1329
QX60 Base,1263
E-Class E 400 4MATIC,553
328 i,44
Continental GT Base,483
GLA 250 Base 4MATIC,764
Tacoma PreRunner,1664
Stinger GT1,1620
Cooper Base,495
Camry Solara SLE,413
SL-Class SL500 Roadster,1495
Model X 100D,1100
Wrangler Sport,1772
Rover Range Rover Sport HSE,1427
Mustang GT Premium,1123
Corvette Base,506
Rover Range Rover Evoque Pure,1407
2500 Laramie,27
Macan S,1031
1500 Big Horn,5
M235 i,968
Q60 3.0t Red Sport 400,1246
S5 3.0T Premium Plus,1471
H3 Base,855
GX 460 Base,793
SL-Class SL 550,1492
435 i,74
Escalade ESV Luxury,604
AMG G 63 Base,219
Outback 2.5i Premium,1168
Sequoia Limited,1528
Charger Base,451
Mustang GT Premium,1123
911 Carrera 4S,148
Rover Range Rover Sport HSE,1427
300C Base,35
Rover Range Rover Sport Supercharged HSE,1436
Highlander Limited Platinum,866
QX56 Base,1261
X3 sDrive30i,1789
F-150 Tremor,669
Q7 55 Prestige,1251
Q8 3.0T Prestige,1257
Rover Range Rover Supercharged LWB,1438
A4 2.0T Tech Premium,174
1500 Sport,16
300ZX Base,38
Rover Range Rover Evoque SE Premium,1411
328 i,44
4Runner SR5,84
Wrangler Unlimited Sport,1779
Pathfinder SL,1202
MDX w/Technology Package,1006
M3 Base,971
Camaro 2SS,402
Escalade Premium,614
S6 4.0T Premium Plus,1475
C-Class C 300 Luxury,339
Charger GT,452
Firebird Trans Am,712
M3 Base,971
Silverado 1500 Custom Trail Boss,1558
Rover Range Rover Sport Supercharged HSE,1436
Tacoma PreRunner,1664
Cayenne Turbo GT,433
LX 570 Three-Row,934
Camaro Z28,405
440 Gran Coupe 440i xDrive,76
Grand Cherokee Limited,847
M4 Competition xDrive,980
R1S Adventure Package,1278
Mustang GT Premium,1123
SL-Class SL600 Roadster,1497
Optima LX,1163
Rover Range Rover Sport Supercharged HSE,1436
RAV4 SE,1291
300 Touring,34
Tucson Limited,1726
Cayenne Base,424
430 430i,69
Lancer Evolution Base,942
Terrain SLT-1,1690
Mustang GT Premium,1123
M4 Base,977
Escalade ESV Premium Luxury Platinum,608
Model 3 Long Range,1084
911 Carrera,144
M3 Base,971
Escalade ESV Premium Luxury,607
Santa Fe Sport 2.0L Turbo Ultimate,1523
Ridgeline RTL-E,1359
G70 3.3T,752
GX 470 Base,796
Golf R 20th Anniversary Edition,830
M3 Base,971
Cayenne Base,424
330 i xDrive,49
Model X Performance,1107
Tahoe Premier,1674
X5 xDrive35i,1804
F-250 XLT SuperCab Super Duty,685
1500 Laramie,11
Escalade ESV Luxury,604
Commander Sport,477
AMG GLC 63 Base 4MATIC,224
Durango GT,540
ProMaster 2500 High Roof,1218
C-Class C 300 4MATIC Sport,338
RAV4 TRD Off Road,1292
Macan S,1031
G-Class G 550 4MATIC,742
CR-V EX-L,361
Tundra Limited,1734
Cruze LT Automatic,527
Wagoneer Series III,1763
F-150 XLT,671
Ranger XLT,1353
Countryman Cooper S ALL4,518
GX 460 Base,793
Gladiator Rubicon,819
AMG G 63 Base,219
LX 600 F SPORT,935
428 i xDrive SULEV,68
Explorer Limited,645
AMG GLS 63 4MATIC,230
Focus RS Base,717
Explorer Limited,645
Yukon SLT,1870
Cooper Base,495
Wrangler Unlimited Sport,1779
Explorer Limited,645
E-Class E 400,552
Tacoma PreRunner,1664
911 Carrera 4 GTS,147
F-150 Raptor,667
AMG C 43 AMG C 43 4MATIC,207
A8 L 55,203
CTS 2.0L Turbo Luxury,372
Charger SRT Hellcat Widebody,458
MX-5 Miata Base,1021
F-150 XL,670
G-Class G 550 4MATIC,742
Cooper S Base,496
911 Carrera Cabriolet,152
Sorento SXL,1604
S-Class S 560 4MATIC,1454
Rover Range Rover 5.0L Supercharged Autobiography LWB,1402
Tundra SR5,1737
F-350 Lariat,687
Corvette Base,506
Transit Connect XL,1713
QX60 Base,1263
Legacy 2.5i Premium,955
Bronco Badlands Advanced,319
Suburban LT,1628
F-150 XLT,671
Pathfinder S,1201
Navigator Reserve,1149
Rover Range Rover Evoque Pure,1407
Aventador SVJ Base,292
1500 Big Horn,5
Terrain SLT,1689
NX 350 F SPORT Handling,1141
Boxster Base,312
AMG C 43 AMG C 43 4MATIC,207
Liberty Limited,959
750 i,133
E-Class E 350,550
Navigator Reserve,1149
Tundra SR5,1737
528 i xDrive,99
A6 55 Prestige,191
A4 2.0T Tech Premium,174
Wrangler Unlimited 4xe Sahara,1774
F-TYPE R,699
Rover Range Rover 3.0L Supercharged HSE,1398
Expedition Max Limited,639
Corvette Stingray w/2LT,511
Continental GT W12,489
F-150 Tremor,669
C-Class C300 4MATIC,342
M4 Competition xDrive,980
Mustang GT Premium,1123
GR Corolla Circuit Edition,779
Outback 2.5i Premium,1168
Wrangler Sport,1772
IS-F Base,889
Corvette Stingray w/2LT,511
Malibu Limited LT,1038
AMG GLC 43 AMG GLC 43,223
Challenger SRT8,448
Grand Cherokee L Limited,843
M5 Base,983
QX80 SENSORY,1269
Suburban 1500 LT,1623
Escalade ESV Platinum,605
M8 Competition,992
Mustang GT,1122
AMG GLE 63 S Coupe 4MATIC,228
Explorer XLT,651
Element EX,586
Cooper Base,495
330 i xDrive,49
911 Carrera C2S,150
911 Turbo,162
Cayenne Turbo GT,433
LC 500 Base,924
Martin DBX Base,1044
Sonata SE,1590
CTS Performance,378
G-Class G 550 4MATIC,742
4Runner SR5 Premium,85
X5 PHEV xDrive45e,1800
Explorer ST,647
IS 350 F Sport,888
GX 460 Base,793
300C Base,35
Eclipse Spyder GT,576
GL-Class GL 450 4MATIC,761
Optima Hybrid LX,1162
Q5 S line Premium Plus,1238
SLK-Class SLK 350,1501
Rover Range Rover Sport P400 SE Dynamic,1430
E-Class E 350 4MATIC,551
X3 M40i,1788
GX 460 Base,793
Pathfinder S,1201
Tundra TRD Pro,1740
Model Y Long Range,1109
Mark LT Base,1041
SSR Base,1514
Expedition Limited,637
MKC Reserve,1008
AMG GT 63 S 4-Door,232
Camaro 2SS,402
Mustang GT Premium,1123
C-Class C 300 4MATIC,336
QX80 Base,1267
A8 L 55,203
WRX Limited,1759
RX 330 Base,1320
F-250 XLT,682
Bentayga Azure First Edition,302
1500 TRX,17
911 Carrera 4S,148
A5 2.0T Premium Plus,178
Bolt EUV Premier,310
Metris Base,1078
Corvette Stingray w/2LT,511
S4 3.0T Premium Plus,1465
1500 Laramie,11
911 Carrera,144
4Runner Limited,82
911 Carrera S,154
IS 250 Base,884
Q5 S line Premium,1237
Urus Pearl Capsule,1743
H3 Base,855
GLC 300 GLC 300,770
QX56 Base,1261
Flex Limited,714
911 Turbo,162
CX-5 Grand Touring,386
Mazda3 Grand Touring,1061
IS 250 Base,884
RX 350 F Sport Performance,1325
Camaro 1SS,400
ALPINA B7 ALPINA B7 xDrive,204
X7 xDrive40i,1816
QX80 Base,1267
Firebird Trans Am,712
F-150 XLT,671
Escalade Premium Luxury Platinum,616
Rover Range Rover Evoque S,1409
TLX PMC Edition,1643
SL-Class SL 550,1492
Silverado 1500 LS,1561
Explorer XLT,651
Cayenne S,431
GLC 300 GLC 300,770
M3 Base,971
MKZ Reserve,1018
Ghibli Base,811
500 Sport,94
Ram 1500 Laramie Mega Cab,1337
Gladiator Overland,818
QX60 AUTOGRAPH,1262
Corvette Base,506
F-150 Lariat,661
E-Class E 400 4MATIC,553
LX 570 Three-Row,934
Transit-350 XLT,1719
Silverado 1500 LT,1562
G80 3.8,757
Ranger XLT SuperCab,1354
Rover Defender X-Dynamic SE,1381
Tiguan 2.0T SE,1693
328 i,44
Escalade ESV Platinum,605
Mustang GT Premium,1123
435 Gran Coupe i,73
GX 460 Premium,795
Corvette Stingray w/2LT,511
A8 L 55,203
CX-9 Signature,393
AMG GLC 63 Base 4MATIC,224
F-150 Raptor,667
Sorento SX Prestige,1603
RX 350 RX 350 F SPORT Handling,1327
Prius Two,1216
Navigator L Reserve,1146
E-Class E 350 4MATIC,551
MX-5 Miata Base,1021
AMG G 63 Base,219
4Runner Limited,82
Wrangler Unlimited Sahara,1778
Cooper S Base,496
911 Carrera,144
Q7 Premium Plus,1252
A4 2.0T Premium quattro,173
Monte Carlo SS,1111
Rover Defender X-Dynamic SE,1381
Rover Range Rover Sport HSE,1427
Utility Police Interceptor Base,1744
Tahoe LTZ,1673
AMG G AMG G 63 4MATIC,220
1500 SLT,15
Crossfire Limited,520
Rover Range Rover Sport First Edition,1426
Crosstrek 2.0i Limited,522
GLS 450 Base 4MATIC,777
AMG C 63 S,211
M3 CS,972
Explorer ST,647
Mazda6 i Touring,1074
F-PACE S,696
Rover Range Rover Sport SVR,1432
AMG GLC 43 AMG GLC 43,223
C-Class C 300 4MATIC,336
E-Class E 350 4MATIC,551
XJ Base,1844
Beetle 2.0T Final Edition SE,299
TT 1.8T,1654
Tacoma PreRunner,1664
A5 2.0T Premium Plus,178
Wrangler Sahara,1770
Expedition Max XLT,640
Civic EX,463
A6 55 Premium,189
Sonata Sport 2.0T,1592
911 Carrera C2S,150
Explorer XLT,651
Martin V8 Vantage Base,1045
911 Carrera S,154
Ram 1500 ST,1342
GX 460 Base,793
Explorer Limited,645
F-150 XLT,671
Rover Discovery Sport SE R-Dynamic,1390
S-Class S 560 4MATIC,1454
Model Y Performance,1110
Grand Cherokee Limited,847
750 i,133
Highlander XLE,869
335 is,53
911 Turbo S,164
SL-Class SL550 Roadster,1496
Camaro 2LT,401
A7 3.0T Prestige,194
Cooper S Base,496
Transit Connect XL w/Rear Symmetrical Doors,1714
911 Carrera S,154
Q5 S line Premium Plus,1238
Genesis 3.8,802
SLK-Class SLK 350,1501
Elantra N Base,584
A4 2.0T Premium,170
GX 460 Base,793
911 Carrera,144
Stinger GT1,1620
LX 470 Base,932
R1S Launch Edition,1279
CLS-Class CLS500,359
Equus Signature,601
Sorento LX,1597
Model S P100D,1097
RS 7 4.0T Performance Prestige,1311
911 GT3,158
Tahoe LTZ,1673
Boxster Base,312
TLX V6 Advance,1647
RX-8 Grand Touring,1332
E-Class E 350 4MATIC,551
Suburban LT,1628
S6 4.0T,1474
Tahoe LTZ,1673
M8 Gran Coupe Competition,993
Bentayga Onyx Edition,303
SL-Class SL500 Roadster,1495
A7 3.0T Prestige,194
A6 55 Prestige,191
F-150 Lariat,661
Tahoe LT,1672
911 Turbo,162
Golf R 4-Door w/DCC & Navigation,832
528 i xDrive,99
Yukon XL SLT,1874
A4 2.0T Premium,170
Firebird Base,711
MKZ Reserve,1018
Rover Range Rover Sport SVR Carbon Edition,1433
LS 460 Base,926
GX 460 Premium,795
911 Carrera S,154
R1S Adventure Package,1278
Camaro 2SS,402
Mustang GT Premium,1123
SL-Class SL 63 AMG,1493
335 is,53
Mustang GT,1122
Liberty Limited,959
F-150 XLT,671
Escalade ESV Platinum,605
Camry Solara SLE,413
Altima 2.5 S,261
Sorento SX Prestige,1603
GX 470 Base,796
Camaro 2SS,402
X7 xDrive40i,1816
Expedition Timberline,642
AMG G 63 Base,219
Camaro 2SS,402
MKS EcoBoost,1011
R8 5.2,1282
340 i,54
740 i,127
Charger SRT Hellcat Widebody,458
Camaro 1SS,400
AMG GT C,236
718 Cayman S,123
i8 Base,1894
Optima EX,1160
WRX Premium,1760
Macan S,1031
TSX 2.4,1650
M4 Base,977
Genesis Coupe 3.8 Base,807
S-Class S 560 4MATIC,1454
S5 3.0T Premium Plus,1471
M3 Base,971
Escalade ESV Luxury,604
SL-Class SL63 AMG Roadster,1498
Suburban LT,1628
Corvette Stingray w/2LT,511
Cayenne Platinum Edition,430
F-150 XLT,671
535 i xDrive,104
Sequoia SR5,1530
IS 350 Base,887
Tahoe LTZ,1673
F-250 Lariat,676
AMG GT C,236
Mustang GT,1122
QX80 Luxe,1268
Mustang GT Premium,1123
M6 Gran Coupe Base,988
Ram 1500 SRT-10 Quad Cab,1341
Corvette Stingray w/2LT,511
E-Class E 350,550
Wrangler Sport,1772
F-150 XLT,671
Yukon SLE,1869
Grand Cherokee L Overland,844
Mustang GT Premium,1123
M4 Base,977
Transit Connect XLT,1715
GL-Class GL 450 4MATIC,761
Nautilus Reserve,1143
Sequoia SR5,1530
Q70h Base,1255
Pilot EX-L,1211
Rover Range Rover Velar P250 S R-Dynamic,1439
X5 xDrive35i,1804
Edge Sport,580
RX 350 RX 350 F SPORT Handling,1327
Escalade ESV Luxury,604
Camaro 2SS,402
Z4 2.5i,1877
Sebring LX,1525
Cooper S Base,496
Q8 55 Premium Plus,1259
CLA-Class CLA 250,351
Corvette Base,506
Blazer Premier,309
Telluride EX X-Line,1683
H2 Base,853
F-250 XLT,682
Camaro 2SS,402
GLA 250 Base 4MATIC,764
CTS 2.0L Turbo Luxury,372
Corvette Base,506
GLC 300 GLC 300,770
Wrangler Unlimited Sahara,1778
Sequoia Limited,1528
Cayenne Turbo S,434
Explorer XLT,651
LX 570 Base,933
E-Class E 550 4MATIC,556
Charger R/T,453
AMG GT Base,235
AMG GLE 53 AMG GLE 53,227
AMG G 63 Base,219
Q7 3.0T Premium Plus,1248
NV200 S,1136
Mustang EcoBoost Premium,1121
Continental GT Speed,485
MKZ Base,1016
GLC 300 GLC 300,770
Sequoia Platinum,1529
Suburban Premier,1630
A8 L 3.0T,201
Expedition Limited,637
RX 350 Base,1321
GX 460 Base,793
F-150 Lariat,661
650 i,116
LX 600 F SPORT,935
Q5 2.0T Premium Plus,1232
E-Class E 400 4MATIC,553
G-Class G 550 4MATIC,742
F-350 Lariat,687
435 i,74
Rover Range Rover HSE SWB,1413
Mustang Premium,1128
740 iL,128
M6 Base,987
911 Carrera Cabriolet,152
Rover Range Rover Autobiography,1404
AMG C 63 S,211
Continental GT GT Speed,484
AMG C 63 S,211
Durango GT,540
Macan GTS,1030
Yukon SLE,1869
911 Carrera S,154
SL-Class SL 550,1492
XC70 T6 Platinum,1824
Q5 S line Premium Plus,1238
Camry Hybrid XLE,409
Rover Range Rover P530 SE LWB 7 Seat,1419
3500 Tradesman,57
Sorento SX Prestige,1603
S-10 LS Crew Cab,1448
Macan Base,1029
ATS 2.5L Luxury,242
4Runner SR5,84
Ascent Touring 7-Passenger,274
Q50 3.0t Red Sport 400,1240
Avalanche 1500 LTZ,281
F-150 Lariat,661
Suburban RST,1631
Rover Range Rover Sport Supercharged HSE,1436
AMG C 43 Base 4MATIC,209
E-Class E 350 4MATIC,551
S2000 CR,1460
AMG C 63 Base,210
Gladiator Rubicon,819
RX 350 F Sport Performance,1325
E-Class E 350 4MATIC,551
Rover Range Rover P525 Westminster,1417
535 i xDrive,104
911 GT3,158
Dart SE,538
Jetta S,913
E-Class E 350,550
Tacoma Double Cab,1663
F-150 XLT,671
Camaro 2SS,402
750 i,133
911 Turbo S,164
Escalade ESV Base,603
Solstice GXP,1586
1500 Big Horn,5
Metris Base,1078
Rover Range Rover Sport HSE,1427
Bentayga V8,306
Suburban High Country,1627
Expedition Platinum,641
Suburban Premier,1630
G-Class G 550 4MATIC,742
Sequoia Limited,1528
Titan SV,1698
M5 Base,983
AMG G 63 Base,219
IS 250 Base,884
Durango GT,540
F-150 XLT,671
1500 TRX,17
SL-Class SL63 AMG Roadster,1498
A4 2.0T Premium,170
Mazda6 i Touring,1074
M3 Base,971
F-150 XLT,671
Corvette Base,506
GV70 2.5T,790
Camry Hybrid Base,407
540 i xDrive,106
Suburban 1500 LT,1623
435 i,74
911 Carrera 4S,148
F-350 Platinum,690
A4 2.0T Premium,170
S-Class S 550 4MATIC,1452
Fusion SE,739
911 R,160
S2000 Base,1459
GLK-Class GLK 350,775
Crosstrek 2.0i Limited,522
F-250 XLT,682
Camry Solara SLE V6,414
MKZ Hybrid Base,1017
Q5 S line Premium Plus,1238
Model X 75D,1101
Sorento LX,1597
Acadia SLT-1,248
AMG C 43 Base 4MATIC,209
Gladiator Overland,818
335 i xDrive,52
Urus Base,1742
Excursion Limited,628
AMG C 63 S,211
E-Class E 350,550
Expedition EL XLT,635
F-150 XLT,671
Panamera 4 Edition,1186
E-Class E 350 4MATIC,551
Tacoma SR5,1666
Genesis Coupe 3.8 Track,810
M4 Base,977
TT 2.0T,1655
SL-Class SL500 Roadster,1495
Suburban LT,1628
Shelby GT350R Base,1533
Rover Range Rover Sport HSE,1427
Armada Platinum,265
F-150 XLT,671
M5 Base,983
335 i,51
Rover Range Rover Sport 3.0L Supercharged HSE,1424
SL-Class SL 550,1492
F-150 Platinum,666
M235 i,968
M2 Competition,967
H2 Base,853
California T,398
TLX V6 Advance,1647
750 i xDrive,134
AMG C 63 Base,210
1500 Big Horn,5
Rover Range Rover Sport 3.0L Supercharged HSE,1424
Sportage LX,1605
M3 Base,971
Model X 100D,1100
S8 4.2 quattro,1486
Rover Defender SE,1378
1500 Longhorn,13
Rover Discovery HSE,1382
Macan S,1031
